,ID,RFID,SEX,Pair,Site,Category
J365,J365,010C10AD1B,M,,,5
J366,J366,010C10DEE5,M,,,5
J367,J367,010C118DDD,F,,,5
J368,J368,01103F3983,M,,,5
J369,J369,010C11BCB6,M,,,5
J37,J37,010C110A6D,M,,,5
J370,J370,110174664,M,,,5
J371,J371,011016DD1C,M,,,5
J372,J372,,,,,5
J373,J373,0110172D13,M,,,5
J374,J374,010C11897E,F,,,5
J375,J375,010C112146,F,,,5
J376,J376,010C1134CF,M,,,5
J377,J377,010C113F25,M,,,5
J378,J378,010C10CDFF,F,,,5
J379,J379,010C11BF7E,F,,,5
J38,J38,,M,,,5
J380,J380,010C10A151,M,,,5
J381,J381,010C110092,F,,,5
J382,J382,010C114B08,M,,,5
J383,J383,010C1123B7,F,,,5
J384,J384,010C10FE07,F,,,5
J385,J385,010C112D8B,M,,,5
J386,J386,010C10F3FA,F,,,5
J387,J387,010C10FEE7,M,,,5
J388,J388,010C109E97,M,,,5
J389,J389,0110171D64,M,,,5
J390,J390,010C11B79A,M,,,5
J391,J391,010C119F1A,M,,,5
J392,J392,010C113189,F,,,5
J393,J393,110174064,F,,,5
J394,J394,010C11852F,F,,,5
J395,J395,010C1141BB,F,,,5
J396,J396,010C113F24,,,,5
J397,J397,110174908,,,,5
J398,J398,010C11B8F0,F,,,5
J399,J399,010C11AA41,F,,,5
J40,J40,,F,,,5
J400,J400,010C10C749,,,,5
J401,J401,010C112A30,F,,,5
J402,J402,010C11A2F7,,,,5
J403,J403,010C114E7B,M,,,5
J404,J404,010C10EC93,F,,,5
J405,J405,010C116C27,F,,,5
J406,J406,010C11A61E,F,,,5
J408,J408,010C110F47,M,,,5
J409,J409,010C10B869,M,,,5
J410,J410,010C1141BA,F,,,5
J411,J411,010C110B4F,,,,5
J412,J412,010C10E3AB,F,,,5
J413,J413,010C111B82,F,,,5
J414,J414,010C10F4DB,M,,,5
J415,J415,010C110F4C,F,,,5
J417,J417,01101728CF,M,,,5
J418,J418,010C111DF2,F,,,5
J420,J420,010C10BD37,F,,,5
J421,J421,010C10D03E,,,,5
J422,J422,010C11BEBC,F,,,5
J423,J423,01103F84EF,,,,5
J424,J424,010C10BF53,,,,5
J425,J425,010C112FFF,,,,5
J426,J426,010C117750,,,,5
J427,J427,010C10D10A,,,,5
J428,J428,010C113BA3,F,,,5
J429,J429,010C10F681,M,,,5
J43,J43,0110171ED9,F,,,5
J431,J431,010C10D4DC,M,,,5
J432,J432,010C10A352,,,,5
J433,J433,010C10BEF1,,,,5
J434,J434,010C115F1B,,,,5
J435,J435,010C10EFE5,,,,5
J436,J436,010C119E79,,,,5
J437,J437,010C117CCA,F,,,5
J438,J438,010C11B4D4,,,,5
J439,J439,010C11AD0B,F,,,5
J44,J44,,,,,5
J440,J440,010C118815,,,,5
J441,J441,010C112635,,,,5
J442,J442,010C11C109,,,,5
J443,J443,010C10D986,M,,,5
J444,J444,010C118DDF,,,,5
J445,J445,010C11AF2E,M,,,5
J447,J447,010C11B052,,,,5
J449,J449,010C1192DB,,,,5
J45,J45,,,,,5
J450,J450,010C1140CB,M,,,5
J451,J451,010C1152AC,F,,,5
J452,J452,010C11318D,F,,,5
J453,J453,010C11C059,M,,,5
J454,J454,010C11289F,F,,,5
J455,J455,110171722,F,,,5
J456,J456,010C115A39,,,,5
J457,J457,010C115F1A,,,,5
J458,J458,010C11A7F6,,,,5
J459,J459,010C114D98,,,,5
J46,J46,,,,,5
J461,J461,010C10C984,F,,,5
J462,J462,010C10DE11,M,,,5
J463,J463,010C11A449,,,,5
J464,J464,010C1103FF,,,,5
J465,J465,010C10A47F,,,,5
J466,J466,010C10AB52,,,,5
J467,J467,010C10B714,,,,5
J468,J468,010C10E7AA,M,,,5
J47,J47,,,,,5
J470,J470,010C11AB6E,,,,5
J471,J471,010C11BDC8,,,,5
J472,J472,010C112147,M,,,5
J473,J473,010C10B0CF,M,,,5
J474,J474,010C1174F3,M,,,5
J475,J475,010C10B536,,,,5
J476,J476,010C10BC8A,,,,5
J477,J477,010C11B79B,F,,,5
J478,J478,010C11254C,M,,,5
J479,J479,010C10E61D,F,,,5
J48,J48,,,,,5
J480,J480,010C11B1DE,F,,,5
J481,J481,010C1111BA,M,,,5
J482,J482,010C11AF2B,F,,,5
J483,J483,0110172DDE,M,,,5
J484,J484,010C11A4BO,F,,,5
J485,J485,010C116748,F,,,5
J486,J486,010C115026,M,,,5
J487,J487,010C11900B,,,,5
J488,J488,010C11059E,F,,,5
J489,J489,010C10B0E9,,,,5
J49,J49,,,,,5
J490,J490,010C11538E,,,,5
J491,J491,010C11A441,M,,,5
J492,J492,010C11991B,,,,5
J493,J493,010C115CB9,,,,5
J495,J495,010C115106,M,,,5
J496,J496,010C11BB9F,,,,5
J497,J497,010C110DBF,,,,5
J498,J498,110173326,F,,,5
J499,J499,010C10D5A2,,,,5
J50,J50,010C115B1B,M,,,5
J500,J500,010C115FEA,,,,5
J501,J501,011016CE91,M,,,5
J502,J502,010C119A7D,,,,5
J503,J503,010C10C5D5,,,,5
J504,J504,010C118A38,,,,5
J506,J506,010C10EF05,,,,5
J507,J507,010C1146D1,,,,5
J508,J508,010C111C60,,,,5
J509,J509,010C11852C,,,,5
J51,J51,010C115CBE,M,,,5
J511,J511,01103F6632,M,,,5
J512,J512,011016D852,,,,5
J513,J513,0110172C04,M,,,5
J514,J514,010C10D109,M,,,5
J517,J517,010C112B15,,,,5
J518,J518,010C115A34,M,,,5
J519,J519,010C11BEB1,,,,5
J52,J52,,,,,5
J520,J520,010C1194FD,M,,,5
J521,J521,010C1194FE,F,,,5
J522,J522,110172840,M,,,5
J523,J523,010C11ABE6,,,,5
J524,J524,010C11AD8F,,,,5
J525,J525,010C1134CD,F,,,5
J526,J526,010C11367A,,,,5
J527,J527,010C109A2A,,,,5
J528,J528,010C11B8EB,F,,,5
J529,J529,010C10E2D3,,,,5
J53,J53,010C10F8F8,F,,,5
J530,J530,010C11BA78,,,,5
J531,J531,010C119446,,,,5
J532,J532,010C1185F0,,,,5
J533,J533,010C10C3A7,,,,5
J534,J534,010C11B0BE,,,,5
J535,J535,010C11A7F2,,,,5
J536,J536,010C10F267,,,,5
J537,J537,010C11BA35,,,,5
J538,J538,010C10B910,,,,5
J539,J539,010C109A72,,,,5
J54,J54,010C117291,F,,,5
J540,J540,010C11A9C3,F,,,5
J541,J541,010C11177F,F,,,5
J542,J542,010C11BE98,F,,,5
J543,J543,010C111695,,,,5
J544,J544,010C10BF58,,,,5
J545,J545,010C11AEB1,,,,5
J546,J546,010C10AF4D,,,,5
J547,J547,010C11008E,,,,5
J548,J548,010C11B362,F,,,5
J549,J549,010C117288,,,,5
J55,J55,,,,,5
J550,J550,1.1E+27,F,,,5
J551,J551,010C11169D,M,,,5
J552,J552,010C1179AB,,,,5
J553,J553,010C116751,,,,5
J554,J554,010C115B16,,,,5
J555,J555,010C1168DE,,,,5
J556,J556,010C114443,,,,5
J557,J557,010C11AD8C,,,,5
J558,J558,010C11A9BD,,,,5
J559,J559,010C11BC89,,,,5
J560,J560,010C118977,F,,,5
J561,J561,010C11B69F,,,,5
J562,J562,010C110CDC,M,,,5
J563,J563,110174498,M,,,5
J564,J564,010C11C04F,F,,,5
J565,J565,010C10A350,F,,,5
J566,J566,011017260D,M,,,5
J567,J567,010C116E98,,,,5
J568,J568,010C1170FF,F,,,5
J569,J569,010C10F3FC,,,,5
J57,J57,010C10F9E4,F,,,5
J570,J570,010C10A030,F,,,5
J571,J571,010C114877,,,,5
J573,J573,010C110F4B,,,,5
J574,J574,010C10F67C,,,,5
J575,J575,,F,,,5
J576,J576,010C11262B,F,,,5
J577,J577,1.1E+22,M,,,5
J578,J578,,,,,5
J579,J579,010C11C05F,M,,,5
J58,J58,,,,,5
J580,J580,010C110318,F,,,5
J581,J581,010C10E860,F,,,5
J582,J582,,,,,5
J583,J583,010C113187,M,,,5
J584,J584,010C115FED,F,,,5
J585,J585,010C11A9BE,F,,,5
J586,J586,,,,,5
J588,J588,010C11129F,M,,,5
J589,J589,010C10F683,F,,,5
J59,J59,,,,,5
J590,J590,010C11376A,F,,,5
J591,J591,010C119871,M,,,5
J592,J592,010C114B0C,F,,,5
J593,J593,010C113675,F,,,5
J594,J594,010C1179A5,F,,,5
J596,J596,,,,,5
J597,J597,,,,,5
J598,J598,010C10D982,F,,,5
J599,J599,010C10D7FF,F,,,5
J60,J60,010C119666,M,,,5
J600,J600,010C11059F,F,,,5
J601,J601,010C11944E,M,,,5
J602,J602,010C1192E2,F,,,5
J603,J603,010C11AA40,F,,,5
J604,J604,010C10DEE4,F,,,5
J605,J605,010C118165,M,,,5
J606,J606,010C11206A,F,,,5
J607,J607,010C10EFEC,F,,,5
J608,J608,010C10C982,F,,,5
J609,J609,,,,,5
J61,J61,,,,,5
J610,J610,010C11232C,F,,,5
J611,J611,010C118161,F,,,5
J612,J612,,,,,5
J613,J613,,,,,5
J614,J614,010C1190B8,F,,,5
J616,J616,010C11BA2D,F,,,5
J617,J617,,,,,5
J619,J619,,,,,5
J620,J620,010C10E88B,M,,,5
J621,J621,,,,,5
J622,J622,010C117F14,F,,,5
J623,J623,010C116DC3,F,,,5
J624,J624,,,,,5
J626,J626,010C115109,F,,,5
J627,J627,010C1152A4,F,,,5
J628,J628,,,,,5
J629,J629,,,,,5
J63,J63,010C11A9C0,M,,,5
J630,J630,,,,,5
J631,J631,010C113F20,M,,,5
J632,J632,010C109FC7,M,,,5
J633,J633,010C1183AA,M,,,5
J635,J635,,,,,5
J636,J636,010C10E561,M,,,5
J638,J638,01103F646F,F,,,5
J639,J639,,,,,5
J64,J64,,,,,5
J640,J640,010C110689,M,,,5
J641,J641,,,,,5
J642,J642,,,,,5
J643,J643,,,,,5
J644,J644,,,,,5
J645,J645,010C10EC94,M,,,5
J646,J646,,,,,5
J647,J647,,,,,5
J648,J648,,,,,5
J649,J649,,,,,5
J65,J65,010C11B8F3,M,,,5
J650,J650,,,,,5
J651,J651,010C10FE03,M,,,5
J652,J652,,,,,5
J653,J653,,,,,5
J654,J654,,,,,5
J655,J655,010C11666D,M,,,5
J656,J656,010C10F8FE,F,,,5
J657,J657,,,,,5
J658,J658,,,,,5
J659,J659,,,,,5
J66,J66,,,,,5
J660,J660,010C10DA59,M,,,5
J661,J661,,,,,5
J662,J662,,,,,5
J663,J663,010C117025,F,,,5
J664,J664,010C10CDFE,F,,,5
J665,J665,010C10D10B,F,,,5
J666,J666,010C10C74C,M,,,5
J667,J667,,,,,5
J668,J668,,,,,5
J669,J669,010C119A7A,M,,,5
J67,J67,,,,,5
J670,J670,010C110DBB,M,,,5
J671,J671,010C119917,F,,,5
J672,J672,010C117753,F,,,5
J673,J673,010C117C00,M,,,5
J674,J674,,,,,5
J675,J675,,,,,5
J676,J676,,,,,5
J677,J677,,,,,5
J678,J678,,,,,5
J679,J679,010C10AD21,M,,,5
J68,J68,,,,,5
J680,J680,,,,,5
J681,J681,,F,,,5
J682,J682,,,,,5
J683,J683,,,,,5
J684,J684,,,,,5
J685,J685,,,,,5
J686,J686,,,,,5
J687,J687,,,,,5
J688,J688,,,,,5
J689,J689,,,,,5
J69,J69,010C11BEB9,M,,,5
J690,J690,,,,,5
J691,J691,,,,,5
J693,J693,,,,,5
J694,J694,,,,,5
J695,J695,,,,,5
J696,J696,010C117103,M,,,5
J697,J697,010C10D7FD,M,,,5
J698,J698,,,,,5
J699,J699,010C109B7D,M,,,5
J70,J70,010C11B0BC,M,,,5
J700,J700,,,,,5
J701,J701,,,,,5
J702,J702,0110171ECB,M,,,5
J703,J703,,,,,5
J704,J704,,,,,5
J705,J705,,,,,5
J706,J706,,,,,5
J707,J707,,,,,5
J708,J708,,,,,5
J709,J709,,,,,5
J71,J71,,,,,5
J710,J710,010C10D4DE,F,,,5
J711,J711,01101712B8,F,,,5
J712,J712,010C11BB9C,F,,,5
J713,J713,,,,,5
J714,J714,,,,,5
J715,J715,,,,,5
J716,J716,010C112B17,F,,,5
J717,J717,,,,,5
J718,J718,,,,,5
J719,J719,110170147,M,,,5
J72,J72,010C110A72,F,,,5
J720,J720,,,,,5
J722,J722,010C11AA45,M,,,5
J723,J723,,,,,5
J724,J724,,,,,5
J725A,J725A,,,,,5
J726,J726,,,,,5
J727,J727,,,,,5
J728,J728,010C116670,M,,,5
J729,J729,010C10FC61,F,,,5
J73,J73,,,,,5
J730,J730,,,,,5
J731,J731,010C11BE92,F,,,5
J732,J732,,,,,5
J733,J733,,,,,5
J734,J734,,,,,5
J735,J735,,,,,5
J736,J736,,,,,5
J737,J737,,,,,5
J738,J738,,,,,5
J739,J739,,,,,5
J74,J74,,,,,5
J740,J740,010C10C805,M,,,5
J741,J741,,,,,5
J742,J742,,,,,5
J743,J743,,,,,5
J744,J744,,,,,5
J745,J745,010C118C69,F,,,5
J746,J746,,,,,5
J747,J747,,,,,5
J748,J748,010C10B34D,F,,,5
J749,J749,010C10FEE9,F,,,5
J75,J75,,,,,5
J750,J750,,,,,5
J752A,J752A,,,,,5
J752B,J752B,,,,,5
J753,J753,0110172B40,M,,,5
J754,J754,011017445A,F,,,5
J755,J755,,,,,5
J756,J756,010C10D731,F,,,5
J757A,J757A,,,,,5
J757B,J757B,,,,,5
J758A,J758A,,,,,5
J758B,J758B,,,,,5
J759,J759,,,,,5
J76,J76,,,,,5
J760A,J760A,,,,,5
J760B,J760B,,,,,5
J761A,J761A,,,,,5
J761B,J761B,,,,,5
J762A,J762A,,,,,5
J762B,J762B,,,,,5
J763,J763,,,,,5
J764,J764,,,,,5
J765,J765,,,,,5
J766,J766,010C10F188,M,,,5
J767,J767,010C117CCB,F,,,5
J768,J768,,,,,5
J769,J769,,,,,5
J77,J77,,,,,5
J770,J770,,,,,5
J771,J771,,,,,5
J773,J773,,,,,5
J774,J774,,,,,5
J775,J775,,,,,5
J776,J776,,,,,5
J777,J777,,,,,5
J778A,J778A,,,,,5
J778B,J778B,,,,,5
J779,J779,,,,,5
J78,J78,,F,,,5
J780,J780,,,,,5
J781,J781,,,,,5
J782,J782,,,,,5
J783,J783,,,,,5
J784,J784,,,,,5
J785,J785,,,,,5
J786,J786,,,,,5
J787A,J787A,,,,,5
J787B,J787B,,,,,5
J788,J788,,,,,5
J789,J789,,,,,5
J79,J79,,M,,,5
J790,J790,,,,,5
J791,J791,,,,,5
J794,J794,010C114B0A,F,,,5
J795,J795,010C10CA44,F,,,5
J797,J797,010C114964,F,,,5
J798,J798,010C119C7E,F,,,5
J799,J799,010C10B49B,F,,,5
J80,J80,,M,,,5
J800,J800,01101712AE,F,,,5
J801,J801,,F,,,5
J802,J802,010C11BCBE,F,,,5
J803,J803,110173550,F,,,5
J804,J804,010C115898,F,,,5
J806,J806,010C1192DE,F,,,5
J807,J807,010C110683,F,,,5
J808,J808,010C10BD3D,F,,,5
J809,J809,010C11BCB7,M,,,5
J81,J81,010C115391,M,,,5
J810,J810,010C113678,F,,,5
J811,J811,,F,,,5
J812,J812,010C1108E7,F,,,5
J813,J813,010C10BD3E,M,,,5
J814,J814,010C11BB68,M,,,5
J815,J815,010C10AB54,F,,,5
J816,J816,010C10D4D7,M,,,5
J817,J817,010C118A3C,M,,,5
J818,J818,1.1E+11,M,,,5
J819,J819,010C114D99,M,,,5
J82,J82,,,,,5
J820,J820,010C112F1D,F,,,5
J821,J821,010C11809A,M,,,5
J822,J822,010C111780,M,,,5
J823,J823,010C1157B7,M,,,5
J824,J824,010C11944F,M,,,5
J825,J825,010C10ED6D,M,,,5
J826,J826,010C11A87A,F,,,5
J827,J827,010C116182,M,,,5
J828,J828,010C11A4DC,M,,,5
J829,J829,010C1111BB,M,,,5
J83,J83,010C118760,M,,,5
J830,J830,010C10FB7D,M,,,5
J832,J832,010C111427,M,,,5
J835,J835,01101708B1,M,,,5
J836,J836,010C11B248,M,,,5
J839,J839,010C10A02F,F,,,5
J84,J84,010C119E7A,F,,,5
J840,J840,110170287,M,,,5
J841,J841,010C11BE9C,M,,,5
J842,J842,010C11ABE8,F,,,5
J843,J843,010C10B4A1,M,,,5
J844,J844,010C10D5A7,F,,,5
J845,J845,010C11C128,M,,,5
J846,J846,010C11AD0A,M,,,5
J847,J847,010C11B79C,M,,,5
J848,J848,010C114BF1,M,,,5
J849,J849,010C11C056,F,,,5
J85,J85,,,,,5
J850,J850,010C10B2B1,M,,,5
J851,J851,010C1098F3,M,,,5
J852,J852,010C11214B,M,,,5
J853,J853,010C118529,M,,,5
J854,J854,010C112F20,F,,,5
J855,J855,010C114966,M,,,5
J856,J856,010C118DE3,M,,,5
J857,J857,010C10B86E,M,,,5
J858,J858,010C10BC93,M,,,5
J859,J859,010C11922A,M,,,5
J86,J86,,,,,5
J860,J860,010C110315,M,,,5
J861,J861,110173767,M,,,5
J862,J862,010C10E3AE,M,,,5
J863,J863,010C1185F2,F,,,5
J864,J864,110173655,M,,,5
J865,J865,010C11A620,M,,,5
J866,J866,011016B02E,M,,,5
J867,J867,010C10E145,M,,,5
J868,J868,010C111296,M,,,5
J869,J869,01101735A3,M,,,5
J87,J87,010C10ED71,M,,,5
J870,J870,010C10B2AF,F,,,5
J871,J871,01103F6F81,M,,,5
J872,J872,010C11082B,M,,,5
J873,J873,010C110094,F,,,5
J874,J874,010C110B52,M,,,5
J875,J875,010C10AA0F,M,,,5
J876,J876,010C115532,M,,,5
J878,J878,010C1183A7,F,,,5
J879,J879,010C11781A,F,,,5
J88,J88,,,,,5
J880,J880,010C112CA6,M,,,5
J881,J881,010C112069,M,,,5
J882,J882,010C11B52F,F,,,5
J883,J883,010C1111B5,F,,,5
J885,J885,010C1163F4,,,,5
J887,J887,010C113C93,M,,,5
J888,J888,010C110811,F,,,5
J889,J889,010C10EA1B,F,,,5
J89,J89,,,,,5
J890,J890,010C10E2D6,M,,,5
J891,J891,010C114BF4,M,,,5
J893,J893,010C1105A9,,,,5
J894,J894,010C119B28,,,,5
J895,J895,010C11BE94,M,,,5
J897,J897,010C10EF0F,,,,5
J898,J898,010C115611,,,,5
J90,J90,,,,,5
J900,J900,010C1146D7,M,,,5
J901,J901,010C114D95,,,,5
J902,J902,010C10D4DF,,,,5
J903,J903,010C10B350,M,,,5
J904,J904,010C10F9DD,,,,5
J905,J905,010C113E30,F,,,5
J906,J906,010C10EC97,F,,,5
J907,J907,01101701FC,,,,5
J91,J91,010C10EA19,F,,,5
J910,J910,010C111B7C,,,,5
J911,J911,010C118E9B,F,,,5
J913,J913,01103F8E7D,,,,5
J914,J914,010C119444,,,,5
J915,J915,1.1E+99,F,,,5
J916,J916,010C117BFB,M,,,5
J917,J917,010C10B53C,F,,,5
J918,J918,010C11B4D9,,,,5
J919,J919,010C118E9A,,,,5
J92,J92,,,,,5
J920,J920,,,,,5
J921,J921,010C10DE0E,M,,,5
J922,J922,110172282,M,,,5
J923,J923,010C1111B7,F,,,5
J924,J924,010C117290,,,,5
J925,J925,010C116DBD,F,,,5
J926,J926,010C1122D6,,,,5
J927,J927,110171141,F,,,5
J928,J928,010C114880,F,,,5
J929,J929,010C1140C6,,,,5
J93,J93,010C11190A,F,,,5
J930,J930,010C11BE9B,F,,,5
J931,J931,010C113B9D,,,,5
J932,J932,010C115F17,,,,5
J934,J934,010C11A879,F,,,5
J935,J935,010C118E99,,,,5
J936,J936,010C10FC6A,,,,5
J937,J937,010C10E88D,,,,5
J938,J938,010C11774E,,,,5
J939,J939,010C118VA9,F,,,5
J94,J94,,,,,5
J940,J940,010C11B244,,,,5
J941,J941,010C117F1A,,,,5
J942,J942,010C118099,,,,5
J943,J943,01101740AE,F,,,5
J944,J944,010C10C2EF,,,,5
J945,J945,010C11781E,M,,,5
J946,J946,0110170C49,M,,,5
J947,J947,010C116B54,,,,5
J948,J948,010C116DC4,,,,5
J949,J949,010C119B20,,,,5
J95,J95,010C10C5D3,M,,,5
J950,J950,010C119C80,M,,,5
J951,J951,010C10E61E,F,,,5
J952,J952,010C117A74,,,,5
J953,J953,010C10D72F,,,,5
J954,J954,010C11A06D,,,,5
J955,J955,010C116E92,,,,5
J956,J956,0110171E0D,M,,,5
J957,J957,010C1194F8,F,,,5
J958,J958,010C112549,F,,,5
J959,J959,010C114BF2,,,,5
J96,J96,,,,,5
J960,J960,010C114BF7,,,,5
J961,J961,010C10E53D,F,,,5
J962,J962,010C1194F7,,,,5
J963,J963,010C119230,,,,5
J964,J964,010C11B93B,,,,5
J965,J965,010C113F21,,,,5
J966,J966,010C117E54,,,,5
J967,J967,010C10B53A,F,,,5
J968,J968,010C10C360,,,,5
J969,J969,010C1119EB,,,,5
J97,J97,,,,,5
J970,J970,010C11A884,F,,,5
J971,J971,010C11B63B,,,,5
J973,J973,010C11AD8D,,,,5
J974,J974,010C10BB29,M,,,5
J975,J975,010C10D5AA,F,,,5
J976,J976,010C110816,M,,,5
J977,J977,010C10BB1F,F,,,5
J978,J978,010C10C51C,M,,,5
J979,J979,010C10F8FF,F,,,5
J98,J98,,,,,5
J980,J980,010C119919,F,,,5
J981,J981,010C10A197,M,,,5
J982,J982,010C11A6B3,F,,,5
J983,J983,010C11BD93,M,,,5
J984,J984,,,,,5
J985,J985,010C114BF3,M,,,5
J986,J986,010C11435B,M,,,5
J987,J987,,,,,5
J988,J988,010C11BA2B,F,,,5
J989,J989,010C10C802,F,,,5
J99,J99,,,,,5
J991,J991,,,,,5
J993,J993,,,,,5
J994,J994,010C117102,M,,,5
J996,J996,010C119D23,F,,,5
J997,J997,,,,,5
J998,J998,110171571,M,,,5
J999,J999,,,,,5
JY27A,JY27A,,,,,5
JY27B,JY27B,,,,,5
JY27C,JY27C,,,,,5
JY27D,JY27D,,,,,5
Z06.15C5,Z06.15C5,,,,,5
